loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_rewards/chosen,eval_rewards/rejected,eval_rewards/accuracies,eval_rewards/margins,eval_logps/rejected,eval_logps/chosen,eval_logits/rejected,eval_logits/chosen,eval_nll_loss,eval_log_odds_ratio,eval_log_odds_chosen,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.0507,4.329923629760742,0.0,0.058823529411764705,1,,,,,,,,,,,,,,,,,,,,
3.0088,4.481635093688965,4e-05,0.11764705882352941,2,,,,,,,,,,,,,,,,,,,,
3.0419,4.32106876373291,8e-05,0.17647058823529413,3,,,,,,,,,,,,,,,,,,,,
2.6615,2.940608263015747,0.00012,0.23529411764705882,4,,,,,,,,,,,,,,,,,,,,
2.5194,2.504418134689331,0.00016,0.29411764705882354,5,,,,,,,,,,,,,,,,,,,,
2.275,7.943212985992432,0.0002,0.35294117647058826,6,,,,,,,,,,,,,,,,,,,,
2.1582,4.309780120849609,0.00019952380952380954,0.4117647058823529,7,,,,,,,,,,,,,,,,,,,,
2.0956,4.327673435211182,0.00019904761904761907,0.47058823529411764,8,,,,,,,,,,,,,,,,,,,,
1.9079,1.977099895477295,0.0001985714285714286,0.5294117647058824,9,,,,,,,,,,,,,,,,,,,,
1.8021,0.9256508946418762,0.0001980952380952381,0.5882352941176471,10,,,,,,,,,,,,,,,,,,,,
1.5529,0.7541435360908508,0.00019761904761904763,0.6470588235294118,11,,,,,,,,,,,,,,,,,,,,
1.4479,0.7836506962776184,0.00019714285714285716,0.7058823529411765,12,,,,,,,,,,,,,,,,,,,,
1.2901,0.8702356219291687,0.00019666666666666666,0.7647058823529411,13,,,,,,,,,,,,,,,,,,,,
1.137,0.8629215359687805,0.0001961904761904762,0.8235294117647058,14,,,,,,,,,,,,,,,,,,,,
0.9758,0.7190895080566406,0.00019571428571428572,0.8823529411764706,15,,,,,,,,,,,,,,,,,,,,
0.9174,0.6501851677894592,0.00019523809523809525,0.9411764705882353,16,,,,,,,,,,,,,,,,,,,,
0.852,0.6175360679626465,0.00019476190476190477,1.0,17,,,,,,,,,,,,,,,,,,,,
0.8236,0.560944676399231,0.0001942857142857143,1.0588235294117647,18,,,,,,,,,,,,,,,,,,,,
0.8154,0.7730372548103333,0.0001938095238095238,1.1176470588235294,19,,,,,,,,,,,,,,,,,,,,
0.743,0.4501641094684601,0.00019333333333333333,1.1764705882352942,20,,,,,,,,,,,,,,,,,,,,
0.7296,0.6501376032829285,0.00019285714285714286,1.2352941176470589,21,,,,,,,,,,,,,,,,,,,,
0.746,0.5200429558753967,0.0001923809523809524,1.2941176470588236,22,,,,,,,,,,,,,,,,,,,,
0.7172,0.4647177457809448,0.00019190476190476192,1.3529411764705883,23,,,,,,,,,,,,,,,,,,,,
0.6853,0.4219939708709717,0.00019142857142857145,1.4117647058823528,24,,,,,,,,,,,,,,,,,,,,
0.6473,0.41210848093032837,0.00019095238095238098,1.4705882352941178,25,,,,,,,,,,,,,,,,,,,,
0.6741,0.5107095837593079,0.00019047619047619048,1.5294117647058822,26,,,,,,,,,,,,,,,,,,,,
0.6219,0.4731155037879944,0.00019,1.5882352941176472,27,,,,,,,,,,,,,,,,,,,,
0.6338,0.38759028911590576,0.0001895238095238095,1.6470588235294117,28,,,,,,,,,,,,,,,,,,,,
0.6972,0.40143659710884094,0.00018904761904761904,1.7058823529411766,29,,,,,,,,,,,,,,,,,,,,
0.653,0.3365737199783325,0.00018857142857142857,1.7647058823529411,30,,,,,,,,,,,,,,,,,,,,
0.596,0.3607885241508484,0.0001880952380952381,1.8235294117647058,31,,,,,,,,,,,,,,,,,,,,
0.6027,0.3384462893009186,0.00018761904761904763,1.8823529411764706,32,,,,,,,,,,,,,,,,,,,,
0.6438,0.3402564525604248,0.00018714285714285716,1.9411764705882353,33,,,,,,,,,,,,,,,,,,,,
0.5812,0.39904677867889404,0.0001866666666666667,2.0,34,,,,,,,,,,,,,,,,,,,,
0.5952,0.3163730204105377,0.00018619047619047622,2.0588235294117645,35,,,,,,,,,,,,,,,,,,,,
0.5874,0.3162434697151184,0.00018571428571428572,2.1176470588235294,36,,,,,,,,,,,,,,,,,,,,
0.5846,0.3870745599269867,0.00018523809523809525,2.176470588235294,37,,,,,,,,,,,,,,,,,,,,
0.5717,0.35409480333328247,0.00018476190476190478,2.235294117647059,38,,,,,,,,,,,,,,,,,,,,
0.5783,0.32112640142440796,0.00018428571428571428,2.2941176470588234,39,,,,,,,,,,,,,,,,,,,,
0.5658,0.3313722312450409,0.0001838095238095238,2.3529411764705883,40,,,,,,,,,,,,,,,,,,,,
0.5543,0.3293406665325165,0.00018333333333333334,2.411764705882353,41,,,,,,,,,,,,,,,,,,,,
,,,2.411764705882353,41,0.5873180627822876,7.6454,3.27,0.262,-0.062410205602645874,-0.285553514957428,1.0,0.2231433093547821,-2.8555350303649902,-0.6241021156311035,0.15719065070152283,0.46538788080215454,0.5770306587219238,-0.05898125469684601,2.96817684173584,,,,,
0.5349,0.3288869559764862,0.00018285714285714286,2.4705882352941178,42,,,,,,,,,,,,,,,,,,,,
0.5433,0.3407050669193268,0.0001823809523809524,2.5294117647058822,43,,,,,,,,,,,,,,,,,,,,
0.5431,0.3233843147754669,0.00018190476190476192,2.588235294117647,44,,,,,,,,,,,,,,,,,,,,
0.4912,0.31647196412086487,0.00018142857142857142,2.6470588235294117,45,,,,,,,,,,,,,,,,,,,,
0.5077,0.33576205372810364,0.00018095238095238095,2.7058823529411766,46,,,,,,,,,,,,,,,,,,,,
0.5088,0.35854899883270264,0.00018047619047619048,2.764705882352941,47,,,,,,,,,,,,,,,,,,,,
0.517,0.3415810167789459,0.00018,2.8235294117647056,48,,,,,,,,,,,,,,,,,,,,
0.5694,0.413808673620224,0.00017952380952380954,2.8823529411764706,49,,,,,,,,,,,,,,,,,,,,
0.5306,0.33398449420928955,0.00017904761904761907,2.9411764705882355,50,,,,,,,,,,,,,,,,,,,,
0.5217,0.42331358790397644,0.0001785714285714286,3.0,51,,,,,,,,,,,,,,,,,,,,
0.4565,0.32072684168815613,0.0001780952380952381,3.0588235294117645,52,,,,,,,,,,,,,,,,,,,,
0.4612,0.35462790727615356,0.00017761904761904763,3.1176470588235294,53,,,,,,,,,,,,,,,,,,,,
0.4713,0.3568482995033264,0.00017714285714285713,3.176470588235294,54,,,,,,,,,,,,,,,,,,,,
0.4843,0.33626753091812134,0.00017666666666666666,3.235294117647059,55,,,,,,,,,,,,,,,,,,,,
0.4324,0.3392205238342285,0.0001761904761904762,3.2941176470588234,56,,,,,,,,,,,,,,,,,,,,
0.4789,0.3910463750362396,0.00017571428571428572,3.3529411764705883,57,,,,,,,,,,,,,,,,,,,,
0.4932,0.45547622442245483,0.00017523809523809525,3.411764705882353,58,,,,,,,,,,,,,,,,,,,,
0.4623,0.3804718852043152,0.00017476190476190478,3.4705882352941178,59,,,,,,,,,,,,,,,,,,,,
0.492,0.37173032760620117,0.0001742857142857143,3.5294117647058822,60,,,,,,,,,,,,,,,,,,,,
0.4291,0.46495765447616577,0.00017380952380952383,3.588235294117647,61,,,,,,,,,,,,,,,,,,,,
0.4531,0.39128613471984863,0.00017333333333333334,3.6470588235294117,62,,,,,,,,,,,,,,,,,,,,
0.4768,0.36142128705978394,0.00017285714285714287,3.7058823529411766,63,,,,,,,,,,,,,,,,,,,,
0.4492,0.3730538785457611,0.0001723809523809524,3.764705882352941,64,,,,,,,,,,,,,,,,,,,,
0.4669,0.40935012698173523,0.00017190476190476192,3.8235294117647056,65,,,,,,,,,,,,,,,,,,,,
0.4483,0.33697542548179626,0.00017142857142857143,3.8823529411764706,66,,,,,,,,,,,,,,,,,,,,
0.4898,0.44253167510032654,0.00017095238095238095,3.9411764705882355,67,,,,,,,,,,,,,,,,,,,,
0.4716,0.4854157269001007,0.00017047619047619048,4.0,68,,,,,,,,,,,,,,,,,,,,
0.3963,0.3222861588001251,0.00017,4.0588235294117645,69,,,,,,,,,,,,,,,,,,,,
0.4005,0.3495742380619049,0.00016952380952380954,4.117647058823529,70,,,,,,,,,,,,,,,,,,,,
0.3701,0.3826107382774353,0.00016904761904761904,4.176470588235294,71,,,,,,,,,,,,,,,,,,,,
0.3773,0.3707365095615387,0.00016857142857142857,4.235294117647059,72,,,,,,,,,,,,,,,,,,,,
0.3837,0.38899779319763184,0.0001680952380952381,4.294117647058823,73,,,,,,,,,,,,,,,,,,,,
0.3595,0.38489392399787903,0.00016761904761904763,4.352941176470588,74,,,,,,,,,,,,,,,,,,,,
0.3501,0.42128464579582214,0.00016714285714285716,4.411764705882353,75,,,,,,,,,,,,,,,,,,,,
0.3741,0.44210535287857056,0.0001666666666666667,4.470588235294118,76,,,,,,,,,,,,,,,,,,,,
0.3774,0.476988285779953,0.00016619047619047622,4.529411764705882,77,,,,,,,,,,,,,,,,,,,,
0.3621,0.485183984041214,0.00016571428571428575,4.588235294117647,78,,,,,,,,,,,,,,,,,,,,
0.3666,0.4532964527606964,0.00016523809523809525,4.647058823529412,79,,,,,,,,,,,,,,,,,,,,
0.3864,0.4586728811264038,0.00016476190476190475,4.705882352941177,80,,,,,,,,,,,,,,,,,,,,
0.4055,0.5046578645706177,0.00016428571428571428,4.764705882352941,81,,,,,,,,,,,,,,,,,,,,
0.3623,0.4846888482570648,0.0001638095238095238,4.823529411764706,82,,,,,,,,,,,,,,,,,,,,
,,,4.823529411764706,82,0.5944026112556458,7.4778,3.343,0.267,-0.06232776492834091,-0.4437940716743469,1.0,0.3814663290977478,-4.43794059753418,-0.6232775449752808,0.24960073828697205,0.5774663686752319,0.5920845866203308,-0.01238241046667099,4.618675708770752,,,,,
0.3695,0.4601597487926483,0.00016333333333333334,4.882352941176471,83,,,,,,,,,,,,,,,,,,,,
0.386,0.5153014063835144,0.00016285714285714287,4.9411764705882355,84,,,,,,,,,,,,,,,,,,,,
0.3375,0.5433816313743591,0.0001623809523809524,5.0,85,,,,,,,,,,,,,,,,,,,,
0.3071,0.4188442528247833,0.00016190476190476192,5.0588235294117645,86,,,,,,,,,,,,,,,,,,,,
0.2799,0.4215754568576813,0.00016142857142857145,5.117647058823529,87,,,,,,,,,,,,,,,,,,,,
0.3076,0.46767371892929077,0.00016095238095238096,5.176470588235294,88,,,,,,,,,,,,,,,,,,,,
0.2971,0.4631842374801636,0.00016047619047619048,5.235294117647059,89,,,,,,,,,,,,,,,,,,,,
